search_term,bls_n,bls_women,search_n,search_women,bls_p_women,search_p_women,Answer.typeofpeople,Answer.howmany,multiple_onegender,image_gender,image_url,source_url,order,search_provider
chemist,105000,46410,77,41,0.442,0.532467532,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/chemist/58.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=d6qCBVbW-VFbKM:&imgrefurl=https://commons.wikimedia.org/wiki/File:Robert_Robinson_organic_chemist.jpg&docid=2R6ImCnjbHIVFM&imgurl=https://upload.wikimedia.org/wikipedia/commons/9/93/Robert_Robinson_organic_chemist.jpg&w=220&h=300&ei=g-v2UdnVFur6igKKjICYBg&zoom=1&ved=1t:3588,r:58,s:0,i:272",58,google
chief executive officer,1513000,414562,98,11,0.274,0.112244898,woman,oneperson,FALSE,woman,http://homes.cs.washington.edu/~mjskay/aws-images/google/chief executive officer/58.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=bEJ5y71RcVnYgM:&imgrefurl=http://www.oregonlive.com/business/index.ssf/2008/11/schnitzer_steel_tabs_lundgren.html&docid=MC8hvO1HVhCrxM&imgurl=http://blog.oregonlive.com/business_impact/2008/11/Lundgren.jpg&w=933&h=1316&ei=knnzUazNDoe9igK784C4Aw&zoom=1&ved=1t:3588,r:58,s:0,i:272",58,google
childcare worker,1314000,1236474,71,62,0.941,0.873239437,woman|child,multiple,TRUE,woman,http://homes.cs.washington.edu/~mjskay/aws-images/google/childcare worker/58.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=ZLaB8ysEmitVaM:&imgrefurl=http://daviding.com/blog/index.php/archive/kiyosumi-shirakawa-museum-of-contemporary-art-tokyo/&docid=W_UWVCHVSLwlyM&imgurl=http://daviding.com/blog/wp-content/uploads/2008/07/di_20080303_fukagawa_childcare.jpg&w=475&h=424&ei=Shn3Uf_0K4isiAKIrIGYCA&zoom=1&ved=1t:3588,r:58,s:0,i:265",58,google
computer programmer,480000,108000,54,9,0.225,0.166666667,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/computer programmer/58.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=NwoJd8zN-nAJwM:&imgrefurl=http://www.ouboces.org/CTE/CareerAcademies/computerprogramming.cfm&docid=iyUKpJGBrne_dM&imgurl=http://www.ouboces.org/images/CTE/Computer%252520Programming1%252520.JPG&w=1024&h=768&ei=PdD2UZngK8vnigL_9IDwCA&zoom=1&ved=1t:3588,r:58,s:0,i:272",58,google
construction worker,1387000,40223,88,11,0.029,0.125,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/construction worker/58.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=doBHdfRK4GEk3M:&imgrefurl=http://depositphotos.com/5745489/stock-photo-Smiling-construction-worker-with-formwork-beam.html&docid=irywvOF_FJzO4M&imgurl=http://static6.depositphotos.com/1021012/574/i/950/depositphotos_5745489-Smiling-construction-worker-with-formwork-beam.jpg&w=659&h=1024&ei=riD3Ud-oGM7ligKIroH4Cw&zoom=1&ved=1t:3588,r:58,s:0,i:272",58,google
crane operator,62000,2480,44,3,0.04,0.068181818,man,multiple,TRUE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/crane operator/58.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=eeYp7QBWpwD2XM:&imgrefurl=http://iti.com/pro-rigger-mike-parnell/bid/50523/Mobile-Crane-Operator-Training-5-Elements-that-Should-be-in-Your-Next-Program&docid=dH2cw5N3APt6MM&imgurl=http://iti.com/Portals/78935/images/crane-training1.jpg&w=200&h=274&ei=BSn3UcaHNuqKiALP0IDoDg&zoom=1&ved=1t:3588,r:58,s:0,i:272",58,google
custodian,2205000,654885,64,10,0.297,0.15625,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/custodian/58.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=mL68DMPTwVUnNM:&imgrefurl=http://www.clipartof.com/interior_wall_decor/details/Friendly-Male-Custodian-Standing-By-A-Bucket-And-Holding-A-Mop-Poster-Art-Print-43977&docid=ZcninYXdZwRkjM&imgurl=http://images.clipartof.com/small/43977-Friendly-Male-Custodian-Standing-By-A-Bucket-And-Holding-A-Mop-Poster-Art-Print.jpg&w=450&h=470&ei=fBX3Ub2jJ-WriAKmuIGwAw&zoom=1&ved=1t:3588,r:58,s:0,i:272",58,google
doctor,911000,312473,83,25,0.343,0.301204819,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/doctor/58.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=4NBvcXb_briW5M:&imgrefurl=http://www.123rf.com/photo_15372445_smiling-doctor-using-a-tablet-computer-isolated-on-a-white-background.html&docid=yM5N-M8XKrphmM&imgurl=http://us.123rf.com/400wm/400/400/gekaskr/gekaskr1209/gekaskr120900120/15372445-smiling-doctor-using-a-tablet-computer-isolated-on-a-white-background.jpg&w=978&h=1200&ei=rvX2UcPGCejUiwLtvICACA&zoom=1&ved=1t:3588,r:58,s:0,i:272",58,google
drafter,149000,24734,33,6,0.166,0.181818182,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/drafter/58.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=P0-JJOcLvCrsSM:&imgrefurl=http://www.jbphotoworks.com/gallery-industrial.php&docid=Xe-HgB-vL0vriM&imgurl=http://www.jbphotoworks.com/gallery-industrial/drafter.jpg&w=286&h=400&ei=UNL2UYq_OrDxiQLM7YCoCg&zoom=1&ved=1t:3588,r:58,s:0,i:272",58,google
electrician,692000,12456,75,3,0.018,0.04,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/electrician/58.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=B9TCSOr6TK5iyM:&imgrefurl=http://www.123rf.com/photo_16392906_illustration-of-an-electrician-construction-worker-holding-a-lightning-bolt-set-inside-triangle-done.html&docid=SUaZoMWQVm5CGM&imgurl=http://us.123rf.com/400wm/400/400/patrimonio/patrimonio1211/patrimonio121100062/16392906-illustration-of-an-electrician-construction-worker-holding-a-lightning-bolt-set-inside-triangle-done.jpg&w=1185&h=1200&ei=OSH3Uf2TN4iTiQLOu4DoAQ&zoom=1&ved=1t:3588,r:58,s:0,i:263",58,google
engineer,359000,47388,71,11,0.132,0.154929577,woman,oneperson,FALSE,woman,http://homes.cs.washington.edu/~mjskay/aws-images/google/engineer/58.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=h3-gcJlerd8SjM:&imgrefurl=http://www.oxfamamerica.org/articles/a-woman-in-a-mans-world-a-jordanian-engineer-brings-her-skills-to-the-syria-crisis&docid=IUGAGv481JOK9M&imgurl=http://www.oxfamamerica.org/oxfam-images/syria-engineer&w=1100&h=733&ei=ANL2UefUGOKaiQKBvIGYAg&zoom=1&ved=1t:3588,r:58,s:0,i:271",58,google
garbage collector,106000,6996,35,2,0.066,0.057142857,woman,oneperson,FALSE,woman,http://homes.cs.washington.edu/~mjskay/aws-images/google/garbage collector/58.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=YLJbSriCEiGQWM:&imgrefurl=http://imnotobsessed.com/2010/06/02/kate-gosselin-couldnt-handle-picking-up-garbage/&docid=2WUzSGl1etn4gM&imgurl=http://imnotobsessed.com/wp-content/uploads/kate%252520gosselin%252520garbage%252520collection%252520june%2525202%2525206.jpg&w=520&h=762&ei=bSn3UZ7RGsr0iQL85oCwBw&zoom=1&ved=1t:3588,r:58,s:0,i:272",58,google
housekeeper,1457000,1283617,82,76,0.881,0.926829268,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/housekeeper/58.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=a5xhT57FSJHdhM:&imgrefurl=http://tripwow.tripadvisor.com/slideshow-photo/oberoi-exe-housekeeper-jaipur-india.html%3Fsid%3D17963342%26fid%3Dupload_13000130207-tpfil02aw-9085&docid=IS8M5mAQb5YjTM&imgurl=http://images.travelpod.com/tripwow/photos/ta-0112-194e-dd99/oberoi-exe-housekeeper-jaipur-india%252B1152_13000130207-tpfil02aw-9085.jpg&w=1152&h=864&ei=5RX3UbSdFsybjALYjoD4Cw&zoom=1&ved=1t:3588,r:58,s:0,i:272",58,google
insurance sales agent,540000,238140,84,40,0.441,0.476190476,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/insurance sales agent/58.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=7oIayLLPYCEnpM:&imgrefurl=http://www.linkedin.com/title/sales-agent/at-farmers-insurance&docid=Kl67P9802xOURM&itg=1&imgurl=http://m3.licdn.com/mpr/mpr/shrink_80_80/p/3/000/125/2ad/115bf1c.jpg&w=80&h=80&ei=Jhr3Uc6JEsj1igKq_4GwCQ&zoom=1&ved=1t:3588,r:58,s:0,i:269",58,google
lab tech,319000,232232,86,56,0.728,0.651162791,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/lab tech/58.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=nMyFH4pCauz4fM:&imgrefurl=http://stemcell.stanford.edu/howtohelp/&docid=K3wZWIB1tyIEcM&imgurl=http://stemcell.stanford.edu/images/giving_labtech.jpg&w=200&h=267&ei=wPf2UbCkCYjviQLUk4HoCA&zoom=1&ved=1t:3588,r:58,s:0,i:272",58,google
mail carrier,318000,119886,73,21,0.377,0.287671233,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/mail carrier/58.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=4QOvawXLaOkiSM:&imgrefurl=http://travelswithkathleen.blogspot.com/2012_01_01_archive.html&docid=myC2HGilm8zfVM&imgurl=http://4.bp.blogspot.com/-7YAHwseu9fI/TyRZlHg2dTI/AAAAAAAABd0/sJw8y1HS96U/s1600/mail%252Bcarrier.jpg&w=1600&h=1089&ei=mB73UbGzL4miiQKtuoD4Aw&zoom=1&ved=1t:3588,r:58,s:0,i:272",58,google
nurse,2875000,2604750,89,86,0.906,0.966292135,woman,oneperson,FALSE,woman,http://homes.cs.washington.edu/~mjskay/aws-images/google/nurse/58.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=OFOCflvKBdvlPM:&imgrefurl=http://www.dhgate.com/product/2013-sexy-lingerie-nurse-costume-nurse-club/161368060.html&docid=PHlYCpAAkChlWM&imgurl=http://image.dhgate.com/albu_360894843_00-1.0x0/2013-sexy-lingerie-nurse-costume-nurse-club.jpg&w=610&h=1000&ei=_fb2UYywBeSQiAKv1oCIDw&zoom=1&ved=1t:3588,r:58,s:0,i:271",58,google
nurse practitioner,103000,88683,78,66,0.861,0.846153846,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/nurse practitioner/58.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=L5tZwcZhNIKFuM:&imgrefurl=http://nursing.msu.edu/msn%2520programs/Nurse%2520Practitioner%2520Concentration/default.htm&docid=wfZVAjKnIsGFkM&imgurl=http://nursing.msu.edu/Images_Docs/MSN_Images/NursePractitionerWhiteCoatMale.png&w=218&h=286&ei=Vff2UdjYI8GviQKi1oFA&zoom=1&ved=1t:3588,r:58,s:0,i:272",58,google
optician,54000,32184,70,48,0.596,0.685714286,woman,oneperson,FALSE,woman,http://homes.cs.washington.edu/~mjskay/aws-images/google/optician/58.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=PS5F6D4dqnztpM:&imgrefurl=http://www.shutterstock.com/pic-75963418/stock-photo-young-girl-choosing-a-glasses-at-an-optician-shallow-depth-of-field-focus-on-glasses.html&docid=w2fCUz3_Yxte0M&imgurl=http://image.shutterstock.com/display_pic_with_logo/62464/62464,1303796929,1/stock-photo-young-girl-choosing-a-glasses-at-an-optician-shallow-depth-of-field-focus-on-glasses-75963418.jpg&w=450&h=273&ei=T_n2UcilH8OjiALWlYGYBw&zoom=1&ved=1t:3588,r:58,s:0,i:272",58,google
pilot,129000,5289,77,8,0.041,0.103896104,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/pilot/58.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=rHTFo7QCuTNl5M:&imgrefurl=http://guidanceaviation.blogspot.com/2013/02/helicopter-pilot-training-profiles.html&docid=UIJzLMcg_nwb8M&imgurl=http://2.bp.blogspot.com/-4qu-IfpMWe4/URHqpr8fpYI/AAAAAAAAD4s/12bIWizPj6s/s1600/helicopter-pilot-training-jay-van-w.JPG&w=1600&h=1195&ei=5yX3Ua63H83WiAL97oDYAQ&zoom=1&ved=1t:3588,r:58,s:0,i:271",58,google
plumber,534000,6942,85,4,0.013,0.047058824,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/plumber/58.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=1KjcTB8rd8lhBM:&imgrefurl=http://alpharettaplumber.blogspot.com/2011_03_01_archive.html&docid=Fk1n_3uG-97w6M&imgurl=http://3.bp.blogspot.com/-BsSrVK6gbQU/TZJFWB8EEUI/AAAAAAAAAQc/lYj_0LubLDE/s200/plumber.gif&w=490&h=464&ei=RiL3UfHiIIm4igLK_4CICA&zoom=1&ved=1t:3588,r:58,s:0,i:271",58,google
police officer,657000,82782,72,10,0.126,0.138888889,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/police officer/58.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=ucXeqHQ_NZwnzM:&imgrefurl=http://www.dreamstime.com/royalty-free-stock-images-police-officer-image3782409&docid=rjGmf1XLI_J_dM&imgurl=http://thumbs.dreamstime.com/z/police-officer-3782409.jpg&w=474&h=900&ei=KPv2UfG9FcWqigLgjYGwBQ&zoom=1&ved=1t:3588,r:58,s:0,i:272",58,google
primary school teacher,2838000,2310132,78,56,0.814,0.717948718,woman|child,multiple,TRUE,woman,http://homes.cs.washington.edu/~mjskay/aws-images/google/primary school teacher/58.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=ZqVGCD2A9cDp7M:&imgrefurl=http://www.glogster.com/hayliegrace/primary-school-teacher-by-haylie-s/g-6lfuhnj1bf5k4at6rrcs9a0&docid=5C6rY1crcn5rGM&imgurl=http://e62813.medialib.glogster.com/thumbnails/fdb3488c97b03af0a36eebc4531af6d967d63e4879c343b5bd3c21f1f835600a/primary-school-teacher-by-haylie-s-source.jpg&w=1300&h=960&ei=Z-72UbfJKub6igL83YDgAw&zoom=1&ved=1t:3588,r:58,s:0,i:263",58,google
receptionist,1237000,1131855,81,78,0.915,0.962962963,woman,oneperson,FALSE,woman,http://homes.cs.washington.edu/~mjskay/aws-images/google/receptionist/58.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=mLDw3JUHZz6bVM:&imgrefurl=http://www.inc.com/steve-cody/the-case-for-swapping-jobs-with-your-receptionist-for-a-day.html&docid=n9FtKZQypZPCWM&imgurl=http://www.inc.com/uploaded_files/image/swamped-receptionist-pan_12833.jpg&w=575&h=270&ei=qR33UdzSF-OZiQLnrID4AQ&zoom=1&ved=1t:3588,r:58,s:0,i:272",58,google
roofer,196000,2940,74,0,0.015,0,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/roofer/58.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=K5R0Mp8IBhjHtM:&imgrefurl=http://www.arodriguezroofing.com/roof_repair.html&docid=hLh_UnqvnDMcdM&imgurl=http://www.arodriguezroofing.com/images/roofer3.jpg&w=800&h=1200&ei=tyL3UfmPKIreigLn14CoBw&zoom=1&ved=1t:3588,r:58,s:0,i:272",58,google
security guard,903000,167055,95,5,0.185,0.052631579,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/security guard/58.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=AamAtqC6SSJphM:&imgrefurl=http://www.dreamstime.com/stock-image-cartoon-security-guard-image20227171&docid=2yAmtYWVJSNcIM&imgurl=http://thumbs.dreamstime.com/z/cartoon-security-guard-20227171.jpg&w=800&h=806&ei=7Pv2UZmcKeGaiALr0oHADQ&zoom=1&ved=1t:3588,r:58,s:0,i:272",58,google
software developer,1084000,213548,81,12,0.197,0.148148148,woman,oneperson,FALSE,woman,http://homes.cs.washington.edu/~mjskay/aws-images/google/software developer/58.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=o9qhshfxv32r5M:&imgrefurl=http://winslowtechnology.org/&docid=HXmchvScPcRJpM&imgurl=http://winslowtechnology.org/images/software-developer.jpg&w=362&h=372&ei=lND2UemQFqOtigLA2YH4Bw&zoom=1&ved=1t:3588,r:58,s:0,i:271",58,google
special ed teacher,366000,315492,86,67,0.862,0.779069767,woman,oneperson,FALSE,woman,http://homes.cs.washington.edu/~mjskay/aws-images/google/special ed teacher/58.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=kEsmlovwQ2J_TM:&imgrefurl=http://www.nydailynews.com/news/national/calif-special-ed-teacher-jailed-sex-student-article-1.1258403&docid=tWRdYSmTVl2WyM&imgurl=http://assets.nydailynews.com/polopoly_fs/1.1258401!/img/httpImage/image.jpg_gen/derivatives/landscape_635/mckenzy8n-2-web.jpg&w=635&h=408&ei=lu_2UeT4N4mdiQKQ1ICICg&zoom=1&ved=1t:3588,r:58,s:0,i:272",58,google
telemarketer,97000,48791,90,58,0.503,0.644444444,woman,oneperson,FALSE,woman,http://homes.cs.washington.edu/~mjskay/aws-images/google/telemarketer/58.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=IVMEJ-ZIWp2YoM:&imgrefurl=http://en.paperblog.com/what-is-appointment-setting-and-the-difference-with-telemarketers-486491/&docid=WoB59Rpbj6-3gM&imgurl=http://m5.paperblog.com/i/48/486491/what-is-appointment-setting-and-the-differenc-L-qCJBxP.jpeg&w=1024&h=682&ei=4xv3UY-ACKerigL3soGYBg&zoom=1&ved=1t:3588,r:58,s:0,i:272",58,google
truck driver,3201000,172854,72,5,0.054,0.069444444,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/truck driver/58.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=BllkhSOPbYgt2M:&imgrefurl=http://gaudino-oral-history.williams.edu/media/photo-galleries/williams-in-india/attachment/sikh-truck-driver-kashmir/&docid=s9DbMA0eUd01IM&imgurl=http://gaudino-oral-history.williams.edu/files/2010/08/Sikh-Truck-Driver-Kashmir.jpg&w=2888&h=2056&ei=ZCf3UfLKMsaQigLD-oHQCA&zoom=1&ved=1t:3588,r:58,s:0,i:271",58,google
bartender,412000,246788,94,22,0.599,0.234042553,woman,oneperson,FALSE,woman,http://homes.cs.washington.edu/~mjskay/aws-images/google/bartender/59.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=_oVlBylqA7iwUM:&imgrefurl=http://www.fusion45.com/the-blues-brothers-hey-bartender-2/&docid=1pRfgA_nMD-3zM&imgurl=http://www.fusion45.com/wp-content/uploads/2011/02/bartender-22.jpg&w=490&h=603&ei=gv32UdrYJ8iWiALjt4DoCA&zoom=1&ved=1t:3588,r:59,s:0,i:275",59,google
butcher,311000,71530,63,5,0.23,0.079365079,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/butcher/59.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=9WjqtVzzrU3vYM:&imgrefurl=http://depositphotos.com/9562870/stock-illustration-Butcher-with-a-cleaver-and-sign.html&docid=BxH_iYMZ-0WBxM&imgurl=http://static8.depositphotos.com/1067257/956/v/950/depositphotos_9562870-Butcher-with-a-cleaver-and-sign.jpg&w=950&h=950&ei=ViT3UaCFHrHZigK134HwAw&zoom=1&ved=1t:3588,r:59,s:0,i:274",59,google
chef,403000,86645,91,22,0.215,0.241758242,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/chef/59.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=kBVhLvHp1KDVcM:&imgrefurl=http://commons.wikimedia.org/wiki/File:Chef_Anton_Mosimann_OBE_DL.jpg&docid=VRHpd5qXdjZRxM&imgurl=http://upload.wikimedia.org/wikipedia/commons/0/0f/Chef_Anton_Mosimann_OBE_DL.jpg&w=1872&h=2808&ei=wvz2UbaoNq3biwL-l4GoCg&zoom=1&ved=1t:3588,r:59,s:0,i:274",59,google
chemist,105000,46410,77,41,0.442,0.532467532,woman,oneperson,FALSE,woman,http://homes.cs.washington.edu/~mjskay/aws-images/google/chemist/59.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=VJIHeZgg1EIeiM:&imgrefurl=http://cincovidas.com/overhwlemed-by-which-cosmetics-are-safe-and-which-arent-you-dont-have-to-be-a-chemist-5-easy-steps-for-the-everyday-person/chemist/&docid=GPSl76XriwqS-M&imgurl=http://cincovidas.com/wp-content/uploads/2012/09/Chemist.jpg&w=500&h=359&ei=g-v2UdnVFur6igKKjICYBg&zoom=1&ved=1t:3588,r:59,s:0,i:275",59,google
chief executive officer,1513000,414562,98,11,0.274,0.112244898,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/chief executive officer/59.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=otJKKLsKczkhyM:&imgrefurl=http://www.ibtimes.com/aol-management-defeats-starboard-value-board-challenge-702778&docid=FqyO12PdGqjgDM&imgurl=http://s1.ibtimes.com/sites/www.ibtimes.com/files/styles/v2_article_large/public/2012/02/01/224420-aol-chairman-and-chief-executive-officer-tim.jpg&w=630&h=467&ei=knnzUazNDoe9igK784C4Aw&zoom=1&ved=1t:3588,r:59,s:0,i:275",59,google
childcare worker,1314000,1236474,71,62,0.941,0.873239437,woman|child,multiple,TRUE,woman,http://homes.cs.washington.edu/~mjskay/aws-images/google/childcare worker/59.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=o8Rr9fW9hBS4mM:&imgrefurl=http://www.wcit.wa.edu.au/courses/Study-Area/Community/Children%25E2%2580%2599s-services&docid=siB_XKixV7gzdM&imgurl=http://www.wcit.wa.edu.au/WCIT/media/WCIT-Media-library/Images/TAFE-Childrens-Services.jpg%253Fwidth%253D222%2526height%253D160%2526ext%253D.jpg%2526maxsidesize%253D222&w=222&h=160&ei=Shn3Uf_0K4isiAKIrIGYCA&zoom=1&ved=1t:3588,r:59,s:0,i:268",59,google
computer programmer,480000,108000,54,9,0.225,0.166666667,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/computer programmer/59.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=IQL1CV3XrK0kcM:&imgrefurl=http://www.kootation.com/3d-tom.html&docid=OIe3cgz1M4uxiM&imgurl=http://rrt.sc3d.org/Picture/Computer%252520Programmer.png&w=1170&h=827&ei=PdD2UZngK8vnigL_9IDwCA&zoom=1&ved=1t:3588,r:59,s:0,i:275",59,google
construction worker,1387000,40223,88,11,0.029,0.125,man,oneperson,FALSE,man,http://homes.cs.washington.edu/~mjskay/aws-images/google/construction worker/59.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=7Rovys7F4IftkM:&imgrefurl=http://www.cringel.com/node/768&docid=2yjf-dOn5Kwy2M&imgurl=http://www.cringel.com/files/images/adia-2007-11-29-DSC-1290-thai-construction-worker-putting-cement-mortar-between-bricks-thailand-ban-phe-cringel.com.jpg&w=568&h=471&ei=riD3Ud-oGM7ligKIroH4Cw&zoom=1&ved=1t:3588,r:59,s:0,i:275",59,google
cook,1970000,742690,78,11,0.377,0.141025641,woman,oneperson,FALSE,woman,http://homes.cs.washington.edu/~mjskay/aws-images/google/cook/59.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=AfgZiESXMSRswM:&imgrefurl=http://commons.wikimedia.org/wiki/File:Joachim_Beuckelaer_-_The_Cook_-_WGA2108.jpg&docid=e-eBuLdNY_wv7M&imgurl=http://upload.wikimedia.org/wikipedia/commons/7/7a/Joachim_Beuckelaer_-_The_Cook_-_WGA2108.jpg&w=630&h=870&ei=Hf32UeuCJ6iCiwK30oAY&zoom=1&ved=1t:3588,r:59,s:0,i:275",59,google
customer service representative,1956000,1326168,80,55,0.678,0.6875,woman,oneperson,FALSE,woman,http://homes.cs.washington.edu/~mjskay/aws-images/google/customer service representative/59.jpg,"http://www.google.com/imgres?biw=1141&bih=508&tbm=isch&tbnid=l-y-wYlZZG_FGM:&imgrefurl=http://www.123rf.com/photo_12592372_customer-service-representative.html&docid=RGrezskhd0QlwM&imgurl=http://us.123rf.com/400wm/400/400/moodboard/moodboard1203/moodboard120301571/12592372-customer-service-representative.jpg&w=1200&h=801&ei=Mx33Ud-xAYPTiwLcz4DICw&zoom=1&ved=1t:3588,r:59,s:0,i:275",59,google
